source,city,temperature_c,condition,extraction_method,url,scraped_at,batch_number,batch_timestamp,record_number,collection_time,data_type,alert_active,wind_speed_kmh,alert_types,issue_date,valid_until,feels_like_c,humidity_percent,pressure_hpa,wind_speed_mps,wind_direction,weather_main,weather_description,cloud_coverage,visibility_m,timestamp,forecast_hours_ahead,forecast_time,predicted_temp_c,precipitation_chance,confidence,generated_at,error
openweather_api,Gabes,17.98,,,,22:30:02,35,2026-02-04T22:28:37.452127,581,22:30:15,current_weather,,,,,,16.93,42.0,1004.0,9.77,240.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T22:26:12,,,,,,,
openweather_api,Bizerte,15,,,,22:30:05,35,2026-02-04T22:28:37.452127,582,22:30:15,current_weather,,,,,,14.85,88.0,999.0,10.8,260.0,Rain,shower rain,40.0,8000.0,2026-02-04T22:20:17,,,,,,,
openweather_api,Tozeur,13.22,,,,22:30:08,35,2026-02-04T22:28:37.452127,583,22:30:15,current_weather,,,,,,12.45,71.0,1006.0,1.03,0.0,Clouds,overcast clouds,89.0,10000.0,2026-02-04T22:26:16,,,,,,,
openweather_api,Tunis,16.5,,,,22:30:13,35,2026-02-04T22:28:37.452127,585,22:30:15,current_weather,,,,,,15.38,45.0,1005.0,8.37,254.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:20:17,,,,,,,
openweather_api,Nabeul,14.56,,,,22:30:14,35,2026-02-04T22:28:37.452127,586,22:30:15,current_weather,,,,,,13.87,69.0,1000.0,5.71,253.0,Clouds,overcast clouds,92.0,10000.0,2026-02-04T22:20:17,,,,,,,
openweather_api,Mahdia,15.11,,,,22:30:14,35,2026-02-04T22:28:37.452127,588,22:30:15,current_weather,,,,,,14.16,57.0,1002.0,12.79,239.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:20:19,,,,,,,
openweather_api,Sfax,16.08,,,,22:31:40,36,2026-02-04T22:31:28.231679,599,22:31:43,current_weather,,,,,,15.0,48.0,1003.0,7.2,240.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:30:37,,,,,,,
openweather_api,Monastir,15.99,,,,22:31:41,36,2026-02-04T22:31:28.231679,600,22:31:43,current_weather,,,,,,15.08,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:22:05,,,,,,,
openweather_api,Tozeur,13.22,,,,22:31:41,36,2026-02-04T22:31:28.231679,602,22:31:43,current_weather,,,,,,12.45,71.0,1006.0,1.03,0.0,Clouds,overcast clouds,89.0,10000.0,2026-02-04T22:26:16,,,,,,,
openweather_api,Mahdia,15.11,,,,22:31:42,36,2026-02-04T22:31:28.231679,604,22:31:43,current_weather,,,,,,14.16,57.0,1002.0,12.79,239.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:29:10,,,,,,,
openweather_api,Sousse,15.88,,,,22:31:42,36,2026-02-04T22:31:28.231679,606,22:31:43,current_weather,,,,,,14.96,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:18:07,,,,,,,
openweather_api,Tunis,16.5,,,,22:31:43,36,2026-02-04T22:31:28.231679,607,22:31:43,current_weather,,,,,,15.38,45.0,1005.0,8.37,254.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:20:17,,,,,,,
openweather_api,Kairouan,16.01,,,,22:33:15,37,2026-02-04T22:33:00.856441,617,22:33:18,current_weather,,,,,,15.0,51.0,1001.0,2.57,220.0,Clouds,few clouds,20.0,10000.0,2026-02-04T22:33:15,,,,,,,
openweather_api,Mahdia,15.11,,,,22:33:16,37,2026-02-04T22:33:00.856441,618,22:33:18,current_weather,,,,,,14.16,57.0,1002.0,12.79,239.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:29:10,,,,,,,
openweather_api,Nabeul,14.99,,,,22:33:16,37,2026-02-04T22:33:00.856441,619,22:33:18,current_weather,,,,,,14.35,69.0,1000.0,4.62,261.0,Clouds,overcast clouds,94.0,10000.0,2026-02-04T22:30:44,,,,,,,
openweather_api,Gabes,17.98,,,,22:33:17,37,2026-02-04T22:33:00.856441,620,22:33:18,current_weather,,,,,,16.93,42.0,1004.0,9.77,240.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T22:26:12,,,,,,,
openweather_api,Tunis,16.5,,,,22:33:17,37,2026-02-04T22:33:00.856441,621,22:33:18,current_weather,,,,,,15.38,45.0,1005.0,8.37,254.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:20:17,,,,,,,
openweather_api,Monastir,15.99,,,,22:33:18,37,2026-02-04T22:33:00.856441,622,22:33:18,current_weather,,,,,,15.08,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:33:18,,,,,,,
openweather_api,Monastir,15.99,,,,22:34:36,38,2026-02-04T22:34:24.683262,633,22:34:40,current_weather,,,,,,15.08,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:33:18,,,,,,,
openweather_api,Mahdia,15.11,,,,22:34:37,38,2026-02-04T22:34:24.683262,634,22:34:40,current_weather,,,,,,14.16,57.0,1002.0,12.79,239.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:29:10,,,,,,,
openweather_api,Nabeul,14.99,,,,22:34:38,38,2026-02-04T22:34:24.683262,635,22:34:40,current_weather,,,,,,14.35,69.0,1000.0,4.62,261.0,Clouds,overcast clouds,94.0,10000.0,2026-02-04T22:30:44,,,,,,,
openweather_api,Tunis,16.48,,,,22:34:38,38,2026-02-04T22:34:24.683262,636,22:34:40,current_weather,,,,,,15.31,43.0,1005.0,9.18,249.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:30:23,,,,,,,
openweather_api,Bizerte,15,,,,22:34:39,38,2026-02-04T22:34:24.683262,637,22:34:40,current_weather,,,,,,14.85,88.0,999.0,10.8,260.0,Rain,shower rain,40.0,8000.0,2026-02-04T22:34:38,,,,,,,
openweather_api,Gabes,17.98,,,,22:34:39,38,2026-02-04T22:34:24.683262,639,22:34:40,current_weather,,,,,,16.93,42.0,1004.0,9.77,240.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T22:26:12,,,,,,,
openweather_api,Sfax,16.08,,,,22:36:09,39,2026-02-04T22:35:57.049794,650,22:36:12,current_weather,,,,,,15.0,48.0,1003.0,7.2,240.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:30:37,,,,,,,
openweather_api,Mahdia,15.11,,,,22:36:09,39,2026-02-04T22:35:57.049794,652,22:36:12,current_weather,,,,,,14.16,57.0,1002.0,12.79,239.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:29:10,,,,,,,
openweather_api,Tozeur,13.22,,,,22:36:10,39,2026-02-04T22:35:57.049794,653,22:36:12,current_weather,,,,,,12.45,71.0,1006.0,1.03,0.0,Clouds,overcast clouds,89.0,10000.0,2026-02-04T22:26:16,,,,,,,
openweather_api,Kairouan,16.01,,,,22:36:11,39,2026-02-04T22:35:57.049794,654,22:36:12,current_weather,,,,,,15.0,51.0,1001.0,2.57,220.0,Clouds,few clouds,20.0,10000.0,2026-02-04T22:33:15,,,,,,,
openweather_api,Bizerte,15,,,,22:36:11,39,2026-02-04T22:35:57.049794,655,22:36:12,current_weather,,,,,,14.85,88.0,999.0,10.8,260.0,Rain,shower rain,40.0,8000.0,2026-02-04T22:34:38,,,,,,,
openweather_api,Gabes,17.98,,,,22:36:12,39,2026-02-04T22:35:57.049794,657,22:36:12,current_weather,,,,,,16.93,42.0,1004.0,9.77,240.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T22:26:12,,,,,,,
openweather_api,Kairouan,16.01,,,,22:37:51,40,2026-02-04T22:37:39.364632,667,22:37:54,current_weather,,,,,,15.0,51.0,1001.0,2.57,220.0,Clouds,few clouds,20.0,10000.0,2026-02-04T22:33:15,,,,,,,
openweather_api,Sfax,16.08,,,,22:37:51,40,2026-02-04T22:37:39.364632,669,22:37:54,current_weather,,,,,,15.0,48.0,1003.0,7.2,240.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:30:37,,,,,,,
openweather_api,Nabeul,14.99,,,,22:37:52,40,2026-02-04T22:37:39.364632,670,22:37:54,current_weather,,,,,,14.35,69.0,1000.0,4.62,261.0,Clouds,overcast clouds,94.0,10000.0,2026-02-04T22:30:44,,,,,,,
openweather_api,Tozeur,13.22,,,,22:37:52,40,2026-02-04T22:37:39.364632,672,22:37:54,current_weather,,,,,,12.45,71.0,1006.0,1.03,0.0,Clouds,overcast clouds,89.0,10000.0,2026-02-04T22:26:16,,,,,,,
openweather_api,Monastir,15.99,,,,22:37:53,40,2026-02-04T22:37:39.364632,673,22:37:54,current_weather,,,,,,15.08,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:33:18,,,,,,,
openweather_api,Gabes,17.98,,,,22:37:53,40,2026-02-04T22:37:39.364632,674,22:37:54,current_weather,,,,,,16.93,42.0,1004.0,9.77,240.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T22:26:12,,,,,,,
openweather_api,Sfax,16.08,,,,22:39:30,41,2026-02-04T22:39:19.268083,684,22:39:33,current_weather,,,,,,15.0,48.0,1003.0,7.2,240.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:30:37,,,,,,,
openweather_api,Tozeur,13.22,,,,22:39:31,41,2026-02-04T22:39:19.268083,685,22:39:33,current_weather,,,,,,12.45,71.0,1006.0,1.03,0.0,Clouds,overcast clouds,89.0,10000.0,2026-02-04T22:26:16,,,,,,,
openweather_api,Gabes,17.98,,,,22:39:31,41,2026-02-04T22:39:19.268083,687,22:39:33,current_weather,,,,,,16.93,42.0,1004.0,9.77,240.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T22:26:12,,,,,,,
openweather_api,Sousse,15.88,,,,22:39:32,41,2026-02-04T22:39:19.268083,688,22:39:33,current_weather,,,,,,14.96,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:35:27,,,,,,,
openweather_api,Nabeul,14.99,,,,22:39:32,41,2026-02-04T22:39:19.268083,689,22:39:33,current_weather,,,,,,14.35,69.0,1000.0,4.62,261.0,Clouds,overcast clouds,94.0,10000.0,2026-02-04T22:30:44,,,,,,,
openweather_api,Mahdia,15.11,,,,22:39:33,41,2026-02-04T22:39:19.268083,690,22:39:33,current_weather,,,,,,14.16,57.0,1002.0,12.79,239.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:29:10,,,,,,,
openweather_api,Sfax,16.08,,,,22:41:15,42,2026-02-04T22:41:03.696670,701,22:41:18,current_weather,,,,,,15.0,48.0,1003.0,7.2,240.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:30:37,,,,,,,
openweather_api,Kairouan,16.01,,,,22:41:16,42,2026-02-04T22:41:03.696670,702,22:41:18,current_weather,,,,,,15.0,51.0,1001.0,2.57,220.0,Clouds,few clouds,20.0,10000.0,2026-02-04T22:33:15,,,,,,,
openweather_api,Tozeur,13.22,,,,22:41:16,42,2026-02-04T22:41:03.696670,703,22:41:18,current_weather,,,,,,12.45,71.0,1005.0,1.03,0.0,Clouds,overcast clouds,93.0,10000.0,2026-02-04T22:41:16,,,,,,,
openweather_api,Gabes,17.98,,,,22:41:17,42,2026-02-04T22:41:03.696670,704,22:41:18,current_weather,,,,,,16.93,42.0,1004.0,9.77,240.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T22:40:42,,,,,,,
openweather_api,Monastir,15.99,,,,22:41:17,42,2026-02-04T22:41:03.696670,705,22:41:18,current_weather,,,,,,15.08,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:33:18,,,,,,,
openweather_api,Nabeul,14.99,,,,22:41:18,42,2026-02-04T22:41:03.696670,706,22:41:18,current_weather,,,,,,14.35,69.0,1000.0,4.62,261.0,Clouds,overcast clouds,94.0,10000.0,2026-02-04T22:30:44,,,,,,,
openweather_api,Mahdia,15.28,,,,22:42:25,43,2026-02-04T22:42:13.568548,716,22:42:28,current_weather,,,,,,14.38,58.0,1002.0,11.64,238.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Bizerte,15,,,,22:42:26,43,2026-02-04T22:42:13.568548,717,22:42:28,current_weather,,,,,,14.85,88.0,999.0,10.8,260.0,Rain,shower rain,40.0,8000.0,2026-02-04T22:42:25,,,,,,,
openweather_api,Monastir,15.99,,,,22:42:26,43,2026-02-04T22:42:13.568548,718,22:42:28,current_weather,,,,,,15.08,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Sousse,15.88,,,,22:42:27,43,2026-02-04T22:42:13.568548,720,22:42:28,current_weather,,,,,,14.96,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:42:26,,,,,,,
openweather_api,Kairouan,16.01,,,,22:42:27,43,2026-02-04T22:42:13.568548,721,22:42:28,current_weather,,,,,,15.0,51.0,1001.0,2.57,220.0,Clouds,few clouds,20.0,10000.0,2026-02-04T22:42:27,,,,,,,
openweather_api,Sfax,16.08,,,,22:42:28,43,2026-02-04T22:42:13.568548,723,22:42:28,current_weather,,,,,,15.0,48.0,1003.0,7.2,240.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Sfax,16.08,,,,22:43:44,44,2026-02-04T22:43:21.547314,734,22:43:47,current_weather,,,,,,15.0,48.0,1003.0,7.2,240.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Gabes,17.98,,,,22:43:45,44,2026-02-04T22:43:21.547314,735,22:43:47,current_weather,,,,,,16.93,42.0,1004.0,9.77,240.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T22:40:42,,,,,,,
openweather_api,Tozeur,13.22,,,,22:43:45,44,2026-02-04T22:43:21.547314,736,22:43:47,current_weather,,,,,,12.45,71.0,1005.0,1.03,0.0,Clouds,overcast clouds,93.0,10000.0,2026-02-04T22:43:45,,,,,,,
openweather_api,Mahdia,15.28,,,,22:43:46,44,2026-02-04T22:43:21.547314,737,22:43:47,current_weather,,,,,,14.38,58.0,1002.0,11.64,238.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Kairouan,16.01,,,,22:43:46,44,2026-02-04T22:43:21.547314,738,22:43:47,current_weather,,,,,,15.0,51.0,1001.0,2.57,220.0,Clouds,few clouds,20.0,10000.0,2026-02-04T22:42:27,,,,,,,
openweather_api,Bizerte,15,,,,22:43:47,44,2026-02-04T22:43:21.547314,740,22:43:47,current_weather,,,,,,14.85,88.0,999.0,10.8,260.0,Rain,shower rain,40.0,8000.0,2026-02-04T22:42:25,,,,,,,
openweather_api,Sousse,15.88,,,,22:45:02,45,2026-02-04T22:44:40.738370,750,22:45:05,current_weather,,,,,,14.96,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:42:26,,,,,,,
openweather_api,Mahdia,15.28,,,,22:45:02,45,2026-02-04T22:44:40.738370,751,22:45:05,current_weather,,,,,,14.38,58.0,1002.0,11.64,238.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Tunis,16.48,,,,22:45:03,45,2026-02-04T22:44:40.738370,753,22:45:05,current_weather,,,,,,15.31,43.0,1005.0,9.18,249.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:45:02,,,,,,,
openweather_api,Kairouan,16.01,,,,22:45:03,45,2026-02-04T22:44:40.738370,754,22:45:05,current_weather,,,,,,15.0,51.0,1001.0,2.57,220.0,Clouds,few clouds,20.0,10000.0,2026-02-04T22:42:27,,,,,,,
openweather_api,Bizerte,15,,,,22:45:04,45,2026-02-04T22:44:40.738370,755,22:45:05,current_weather,,,,,,14.85,88.0,999.0,10.8,260.0,Rain,shower rain,40.0,8000.0,2026-02-04T22:42:25,,,,,,,
openweather_api,Gabes,17.98,,,,22:45:04,45,2026-02-04T22:44:40.738370,756,22:45:05,current_weather,,,,,,16.93,42.0,1004.0,9.77,240.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T22:40:42,,,,,,,
openweather_api,Mahdia,15.28,,,,22:46:20,46,2026-02-04T22:45:50.199298,766,22:46:23,current_weather,,,,,,14.38,58.0,1002.0,11.64,238.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Tozeur,13.22,,,,22:46:20,46,2026-02-04T22:45:50.199298,767,22:46:23,current_weather,,,,,,12.45,71.0,1005.0,1.03,0.0,Clouds,overcast clouds,93.0,10000.0,2026-02-04T22:43:45,,,,,,,
openweather_api,Tunis,16.48,,,,22:46:21,46,2026-02-04T22:45:50.199298,768,22:46:23,current_weather,,,,,,15.31,43.0,1005.0,9.18,249.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:45:02,,,,,,,
openweather_api,Gabes,17.98,,,,22:46:21,46,2026-02-04T22:45:50.199298,769,22:46:23,current_weather,,,,,,16.93,42.0,1004.0,9.77,240.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T22:40:42,,,,,,,
openweather_api,Bizerte,15,,,,22:46:22,46,2026-02-04T22:45:50.199298,770,22:46:23,current_weather,,,,,,14.85,88.0,999.0,10.8,260.0,Rain,shower rain,40.0,8000.0,2026-02-04T22:42:25,,,,,,,
openweather_api,Nabeul,14.99,,,,22:46:22,46,2026-02-04T22:45:50.199298,771,22:46:23,current_weather,,,,,,14.35,69.0,1000.0,4.62,261.0,Clouds,overcast clouds,94.0,10000.0,2026-02-04T22:43:30,,,,,,,
openweather_api,Tunis,16.48,,,,22:47:45,47,2026-02-04T22:47:01.252819,781,22:47:48,current_weather,,,,,,15.31,43.0,1005.0,9.18,249.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:45:02,,,,,,,
openweather_api,Monastir,15.99,,,,22:47:45,47,2026-02-04T22:47:01.252819,783,22:47:48,current_weather,,,,,,15.08,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Kairouan,16.01,,,,22:47:46,47,2026-02-04T22:47:01.252819,785,22:47:48,current_weather,,,,,,15.0,51.0,1001.0,2.57,220.0,Clouds,few clouds,20.0,10000.0,2026-02-04T22:42:27,,,,,,,
openweather_api,Tozeur,13.22,,,,22:47:46,47,2026-02-04T22:47:01.252819,786,22:47:48,current_weather,,,,,,12.45,71.0,1005.0,1.03,0.0,Clouds,overcast clouds,93.0,10000.0,2026-02-04T22:43:45,,,,,,,
openweather_api,Sousse,15.88,,,,22:47:47,47,2026-02-04T22:47:01.252819,787,22:47:48,current_weather,,,,,,14.96,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:42:26,,,,,,,
openweather_api,Nabeul,14.99,,,,22:47:47,47,2026-02-04T22:47:01.252819,788,22:47:48,current_weather,,,,,,14.35,69.0,1000.0,4.62,261.0,Clouds,overcast clouds,94.0,10000.0,2026-02-04T22:43:30,,,,,,,
openweather_api,Nabeul,14.99,,,,22:48:56,48,2026-02-04T22:48:28.211933,799,22:48:59,current_weather,,,,,,14.35,69.0,1000.0,4.62,261.0,Clouds,overcast clouds,94.0,10000.0,2026-02-04T22:43:30,,,,,,,
openweather_api,Gabes,17.98,,,,22:48:56,48,2026-02-04T22:48:28.211933,800,22:48:59,current_weather,,,,,,16.93,42.0,1004.0,9.77,240.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T22:40:42,,,,,,,
openweather_api,Bizerte,15,,,,22:48:57,48,2026-02-04T22:48:28.211933,801,22:48:59,current_weather,,,,,,14.85,88.0,999.0,10.8,260.0,Rain,shower rain,40.0,8000.0,2026-02-04T22:42:25,,,,,,,
openweather_api,Tozeur,13.22,,,,22:48:58,48,2026-02-04T22:48:28.211933,802,22:48:59,current_weather,,,,,,12.45,71.0,1005.0,1.03,0.0,Clouds,overcast clouds,93.0,10000.0,2026-02-04T22:43:45,,,,,,,
openweather_api,Mahdia,15.28,,,,22:48:58,48,2026-02-04T22:48:28.211933,803,22:48:59,current_weather,,,,,,14.38,58.0,1002.0,11.64,238.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Monastir,15.99,,,,22:48:59,48,2026-02-04T22:48:28.211933,804,22:48:59,current_weather,,,,,,15.08,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Bizerte,15,,,,22:49:57,49,2026-02-04T22:49:30.702956,815,22:50:00,current_weather,,,,,,14.85,88.0,999.0,10.8,260.0,Rain,shower rain,40.0,8000.0,2026-02-04T22:42:25,,,,,,,
openweather_api,Nabeul,14.99,,,,22:49:58,49,2026-02-04T22:49:30.702956,816,22:50:00,current_weather,,,,,,14.35,69.0,1000.0,4.62,261.0,Clouds,overcast clouds,94.0,10000.0,2026-02-04T22:43:30,,,,,,,
openweather_api,Sousse,15.88,,,,22:49:58,49,2026-02-04T22:49:30.702956,817,22:50:00,current_weather,,,,,,14.96,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:42:26,,,,,,,
openweather_api,Gabes,17.98,,,,22:49:59,49,2026-02-04T22:49:30.702956,818,22:50:00,current_weather,,,,,,16.93,42.0,1004.0,9.77,240.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T22:40:42,,,,,,,
openweather_api,Kairouan,16.01,,,,22:49:59,49,2026-02-04T22:49:30.702956,819,22:50:00,current_weather,,,,,,15.0,51.0,1001.0,2.57,220.0,Clouds,few clouds,20.0,10000.0,2026-02-04T22:42:27,,,,,,,
openweather_api,Tozeur,13.22,,,,22:50:00,49,2026-02-04T22:49:30.702956,821,22:50:00,current_weather,,,,,,12.45,71.0,1005.0,1.03,0.0,Clouds,overcast clouds,93.0,10000.0,2026-02-04T22:43:45,,,,,,,
openweather_api,Tozeur,13.22,,,,22:51:00,50,2026-02-04T22:50:38.818952,831,22:51:03,current_weather,,,,,,12.45,71.0,1005.0,1.03,0.0,Clouds,overcast clouds,93.0,10000.0,2026-02-04T22:43:45,,,,,,,
openweather_api,Sfax,16.08,,,,22:51:01,50,2026-02-04T22:50:38.818952,832,22:51:03,current_weather,,,,,,15.0,48.0,1003.0,7.2,240.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Sousse,15.88,,,,22:51:01,50,2026-02-04T22:50:38.818952,834,22:51:03,current_weather,,,,,,14.96,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:42:26,,,,,,,
openweather_api,Mahdia,15.28,,,,22:51:01,50,2026-02-04T22:50:38.818952,835,22:51:03,current_weather,,,,,,14.38,58.0,1002.0,11.64,238.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Kairouan,16.01,,,,22:51:02,50,2026-02-04T22:50:38.818952,836,22:51:03,current_weather,,,,,,15.0,51.0,1001.0,2.57,220.0,Clouds,few clouds,20.0,10000.0,2026-02-04T22:42:27,,,,,,,
openweather_api,Monastir,15.99,,,,22:51:03,50,2026-02-04T22:50:38.818952,837,22:51:03,current_weather,,,,,,15.08,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Bizerte,15,,,,22:52:04,51,2026-02-04T22:51:40.349460,848,22:52:07,current_weather,,,,,,14.85,88.0,999.0,10.8,260.0,Rain,shower rain,40.0,8000.0,2026-02-04T22:42:25,,,,,,,
openweather_api,Sfax,16.08,,,,22:52:05,51,2026-02-04T22:51:40.349460,849,22:52:07,current_weather,,,,,,15.0,48.0,1003.0,7.2,240.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Sousse,15.88,,,,22:52:05,51,2026-02-04T22:51:40.349460,851,22:52:07,current_weather,,,,,,14.96,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:42:26,,,,,,,
openweather_api,Tunis,16.48,,,,22:52:06,51,2026-02-04T22:51:40.349460,852,22:52:07,current_weather,,,,,,15.31,43.0,1005.0,9.18,249.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:45:02,,,,,,,
openweather_api,Monastir,15.99,,,,22:52:07,51,2026-02-04T22:51:40.349460,853,22:52:07,current_weather,,,,,,15.08,55.0,1001.0,7.2,200.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:40:12,,,,,,,
openweather_api,Nabeul,14.99,,,,22:52:07,51,2026-02-04T22:51:40.349460,854,22:52:07,current_weather,,,,,,14.35,69.0,1000.0,4.62,261.0,Clouds,overcast clouds,94.0,10000.0,2026-02-04T22:43:30,,,,,,,
openweather_api,Bizerte,15,,,,22:53:21,52,2026-02-04T22:53:03.853529,864,22:53:24,current_weather,,,,,,14.85,88.0,999.0,10.8,260.0,Rain,shower rain,40.0,8000.0,2026-02-04T22:53:21,,,,,,,
openweather_api,Tunis,16.48,,,,22:53:22,52,2026-02-04T22:53:03.853529,865,22:53:24,current_weather,,,,,,15.31,43.0,1005.0,9.18,249.0,Clouds,overcast clouds,100.0,10000.0,2026-02-04T22:45:02,,,,,,,
openweather_api,Sousse,15.88,,,,22:53:23,52,2026-02-04T22:53:03.853529,866,22:53:24,current_weather,,,,,,14.96,55.0,1001.0,6.69,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:50:54,,,,,,,
openweather_api,Sfax,16.08,,,,22:53:23,52,2026-02-04T22:53:03.853529,867,22:53:24,current_weather,,,,,,15.0,48.0,1003.0,7.2,240.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:53:23,,,,,,,
openweather_api,Kairouan,16.01,,,,22:53:24,52,2026-02-04T22:53:03.853529,868,22:53:24,current_weather,,,,,,15.0,51.0,1001.0,2.57,220.0,Clouds,few clouds,20.0,10000.0,2026-02-04T22:53:23,,,,,,,
openweather_api,Monastir,15.99,,,,22:53:24,52,2026-02-04T22:53:03.853529,869,22:53:24,current_weather,,,,,,15.08,55.0,1001.0,6.69,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:53:24,,,,,,,
openweather_api,Kairouan,16.01,,,,22:54:08,53,2026-02-04T22:53:56.930323,879,22:54:11,current_weather,,,,,,15.0,51.0,1001.0,2.57,220.0,Clouds,few clouds,20.0,10000.0,2026-02-04T22:53:23,,,,,,,
openweather_api,Nabeul,14.99,,,,22:54:09,53,2026-02-04T22:53:56.930323,880,22:54:11,current_weather,,,,,,14.35,69.0,1000.0,4.62,261.0,Clouds,overcast clouds,94.0,10000.0,2026-02-04T22:43:30,,,,,,,
openweather_api,Monastir,15.99,,,,22:54:09,53,2026-02-04T22:53:56.930323,882,22:54:11,current_weather,,,,,,15.08,55.0,1001.0,6.69,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:53:24,,,,,,,
openweather_api,Gabes,17.98,,,,22:54:10,53,2026-02-04T22:53:56.930323,883,22:54:11,current_weather,,,,,,16.93,42.0,1004.0,9.77,240.0,Clouds,scattered clouds,40.0,5000.0,2026-02-04T22:54:09,,,,,,,
openweather_api,Sousse,15.88,,,,22:54:10,53,2026-02-04T22:53:56.930323,885,22:54:11,current_weather,,,,,,14.96,55.0,1001.0,6.69,230.0,Clouds,scattered clouds,40.0,8000.0,2026-02-04T22:50:54,,,,,,,
